Original Value,Processed Value
[],HTRA1_HUMAN
[],THRSP_HUMAN
[],TAF4B_HUMAN
[],TENR_HUMAN
[],RORB_HUMAN
[],AP2C_HUMAN
[],TF2H4_HUMAN
[],KRT35_HUMAN
[],SFRP3_HUMAN
[],RREB1_HUMAN
[],HDAC2_HUMAN
[],CDKL2_HUMAN
[],SYN2_HUMAN
[],RDH5_HUMAN
[],DPF1_HUMAN
[],STAM1_HUMAN
[],DPF3_HUMAN
[],REQU_HUMAN
[],PROX1_HUMAN
[],SC65_HUMAN
[],CBP_HUMAN
[],KAT6A_HUMAN
[],DLG3_HUMAN
[],SYMPK_HUMAN
[],EZH1_HUMAN
[],N42L2_HUMAN
[],RBP56_HUMAN
[],GOGA1_HUMAN
[],KCNJ9_HUMAN
[],IOD2_HUMAN
[],EVPL_HUMAN
[],HYAS2_HUMAN
[],GGH_HUMAN
[],NRCAM_HUMAN
[],PCSK5_HUMAN
[],HXB13_HUMAN
[],KAT2A_HUMAN
[],KAT2B_HUMAN
[],NELL1_HUMAN
[],JARD2_HUMAN
[],RPGR_HUMAN
[],SHIP1_HUMAN
[],FRAT1_HUMAN
[],EDA_HUMAN
[],HYAS1_HUMAN
[],DDX17_HUMAN
[],B2CL2_HUMAN
[],TANK_HUMAN
[],KIFA3_HUMAN
[],GHSR_HUMAN
[],CASPA_HUMAN
[],SEM4D_HUMAN
[],ATOH1_HUMAN
[],NEO1_HUMAN
[],APBB2_HUMAN
[],PMM1_HUMAN
[],DNSL2_HUMAN
[],KLK6_HUMAN
[],RAD50_HUMAN
[],CELF1_HUMAN
[],OSTF1_HUMAN
[],NGN1_HUMAN
[],MRP2_HUMAN
[],ARHG1_HUMAN
[],XPF_HUMAN
[],UFD1_HUMAN
[],GSLG1_HUMAN
[],RENT1_HUMAN
[],RL3L_HUMAN
[],HPS1_HUMAN
[],CDS1_HUMAN
[],DAZL_HUMAN
[],CSN5_HUMAN
[],GATA6_HUMAN
[],SC5A5_HUMAN
[],FGF13_HUMAN
[],FGF14_HUMAN
[],GPKOW_HUMAN
[],M4K1_HUMAN
[],SMRC1_HUMAN
[],SMRD2_HUMAN
[],RAB8B_HUMAN
[],PTPR2_HUMAN
[],BAD_HUMAN
[],EXTL1_HUMAN
[],FUBP2_HUMAN
[],GCDH_HUMAN
[],FOXJ1_HUMAN
[],KCNN1_HUMAN
[],KCNB2_HUMAN
[],PRG4_HUMAN
[],TNR14_HUMAN
[],SO2A1_HUMAN
[],RIT1_HUMAN
[],SNPC3_HUMAN
[],PEX13_HUMAN
[],TNPO1_HUMAN
[],ARHG2_HUMAN
[],NEP1_HUMAN
[],NINJ1_HUMAN
[],IRF7_HUMAN
[],DLX4_HUMAN
[],CLP1_HUMAN
[],GLMN_HUMAN
[],KAT5_HUMAN
[],TF3B_HUMAN
[],UBP13_HUMAN
[],DVL3_HUMAN
[],USP9X_HUMAN
[],UBP7_HUMAN
[],NAA80_HUMAN
[],IGSF2_HUMAN
[],CUL5_HUMAN
[],TNR25_HUMAN
[],STMN2_HUMAN
[],VPP1_HUMAN
[],LPP_HUMAN
[],RBPMS_HUMAN
[],EXT2_HUMAN
[],NAR4_HUMAN
[],MED12_HUMAN
[],H2A1C_HUMAN
[],H2B1H_HUMAN
[],AT2A3_HUMAN
[],P2RX5_HUMAN
[],BHMT1_HUMAN
[],RNAS6_HUMAN
[],TP4A1_HUMAN
[],WNT2B_HUMAN
[],WNT8B_HUMAN
[],HGD_HUMAN
[],KPBB_HUMAN
[],HMR1_HUMAN
[],TSLP_HUMAN
[],SCAM4_HUMAN
[],UCN3_HUMAN
[],TSR2_HUMAN
[],FATE1_HUMAN
[],TF3C6_HUMAN
[],NKD2_HUMAN
[],KISSR_HUMAN
[],HPS3_HUMAN
[],LHX4_HUMAN
[],SMCE1_HUMAN
[],CAVN3_HUMAN
[],RIFK_HUMAN
[],NKD1_HUMAN
[],FBXW7_HUMAN
[],CNKR1_HUMAN
[],POP5_HUMAN
[],MYDGF_HUMAN
[],S38A4_HUMAN
[],ZKSC4_HUMAN
[],BORC5_HUMAN
[],I22R2_HUMAN
[],RNF34_HUMAN
[],ABTB1_HUMAN
[],TMM54_HUMAN
[],MAL2_HUMAN
[],LSM10_HUMAN
[],YIPF5_HUMAN
[],UBE2F_HUMAN
[],PIGT_HUMAN
[],IGSF8_HUMAN
[],FBX32_HUMAN
[],TOP1M_HUMAN
[],TRI63_HUMAN
[],RAB24_HUMAN
[],P2R3C_HUMAN
[],OSBP2_HUMAN
[],LMBL2_HUMAN
[],ITFG2_HUMAN
[],S35B4_HUMAN
[],NEIL2_HUMAN
[],ZN622_HUMAN
[],TM203_HUMAN
[],HDA10_HUMAN
[],RRF2M_HUMAN
[],UB2E3_HUMAN
[],5NT3B_HUMAN
[],WBP2_HUMAN
[],FBXW5_HUMAN
[],PSMG2_HUMAN
[],NCLN_HUMAN
[],TEKT1_HUMAN
[],MUL1_HUMAN
[],MRTFA_HUMAN
[],SPTSA_HUMAN
[],ZDH16_HUMAN
[],PMEPA_HUMAN
[],RIPL2_HUMAN
[],LFG3_HUMAN
[],SIA7F_HUMAN
[],ERGI1_HUMAN
[],UTP4_HUMAN
[],GTPB3_HUMAN
[],FAKD4_HUMAN
[],MARC2_HUMAN
[],TR19L_HUMAN
[],H2B1A_HUMAN
[],TET5B_HUMAN
[],G3ST3_HUMAN
[],T106A_HUMAN
[],F162A_HUMAN
[],FUCT1_HUMAN
[],MYL11_HUMAN
[],CCD47_HUMAN
[],RN166_HUMAN
[],SPSB4_HUMAN
[],SYAP1_HUMAN
[],PAQR1_HUMAN
[],T53I1_HUMAN
[],TM230_HUMAN
[],RERG_HUMAN
[],MALD3_HUMAN
[],TRI52_HUMAN
[],EXOC4_HUMAN
[],AZIN2_HUMAN
[],MGN2_HUMAN
[],COQA1_HUMAN
[],EMID1_HUMAN
[],RFT1_HUMAN
[],JKIP2_HUMAN
[],NTAN1_HUMAN
[],FERM2_HUMAN
[],PLPL2_HUMAN
[],FUBP1_HUMAN
[],TTC17_HUMAN
[],S2546_HUMAN
[],LRC59_HUMAN
[],SOSB2_HUMAN
[],RAB7B_HUMAN
[],CLUA1_HUMAN
[],VTI1A_HUMAN
[],ABC3D_HUMAN
[],TM143_HUMAN
[],ACD_HUMAN
[],ZUP1_HUMAN
[],ESAM_HUMAN
[],PBIP1_HUMAN
[],CIDEC_HUMAN
[],MCUR1_HUMAN
[],RPE_HUMAN
[],E2F7_HUMAN
[],VOPP1_HUMAN
[],VP33A_HUMAN
[],RAB37_HUMAN
[],MIB2_HUMAN
[],EME1_HUMAN
[],FKB10_HUMAN
[],TTC28_HUMAN
[],EFMT3_HUMAN
[],ISG20_HUMAN
[],R51A1_HUMAN
[],UBE2W_HUMAN
[],DACT3_HUMAN
[],TM45B_HUMAN
[],ARK2N_HUMAN
[],EXOS8_HUMAN
[],AKTS1_HUMAN
[],TMM18_HUMAN
[],TOM6_HUMAN
[],ARRD3_HUMAN
[],RGMA_HUMAN
[],LDAF1_HUMAN
[],SH3K1_HUMAN
[],CR3L1_HUMAN
[],SO4A1_HUMAN
[],PF21A_HUMAN
[],SPSB1_HUMAN
[],SKA1_HUMAN
[],TMIG2_HUMAN
[],NACC2_HUMAN
[],RNF25_HUMAN
[],S67A1_HUMAN
[],APH1A_HUMAN
[],AIDA_HUMAN
[],PINX1_HUMAN
[],ANKR9_HUMAN
[],ARL8A_HUMAN
[],TADA1_HUMAN
[],OTUL_HUMAN
[],CHCH1_HUMAN
[],PPWD1_HUMAN
[],SGK3_HUMAN
[],COA7_HUMAN
[],ZN669_HUMAN
[],ZBT8A_HUMAN
[],CHP3_HUMAN
[],CENPT_HUMAN
[],ALKB8_HUMAN
[],UPP_HUMAN
[],PTER_HUMAN
[],TAM41_HUMAN
[],MOAP1_HUMAN
[],DOC10_HUMAN
[],ATG2B_HUMAN
[],SARAF_HUMAN
[],PLD4_HUMAN
[],LENG1_HUMAN
[],TBC20_HUMAN
[],ZBTB9_HUMAN
[],MID49_HUMAN
[],DHX58_HUMAN
[],FGGY_HUMAN
[],ARMC5_HUMAN
[],GALM_HUMAN
[],SYTL4_HUMAN
[],P5CR2_HUMAN
[],ULK4_HUMAN
[],ZN524_HUMAN
[],ROP1L_HUMAN
[],DCPS_HUMAN
[],ENTR1_HUMAN
[],BIRC7_HUMAN
[],INT12_HUMAN
[],NSUN4_HUMAN
[],RHDF1_HUMAN
[],COAC_HUMAN
[],T4S18_HUMAN
[],CHM4C_HUMAN
[],TIFA_HUMAN
[],CTHR1_HUMAN
[],EAF2_HUMAN
[],ZN653_HUMAN
[],RUSD4_HUMAN
[],ACSF2_HUMAN
[],EVI5L_HUMAN
[],LRC45_HUMAN
[],GCC1_HUMAN
[],ASTRA_HUMAN
[],TLCD1_HUMAN
[],S2536_HUMAN
[],HAUS1_HUMAN
[],FAF2_HUMAN
[],PKHB2_HUMAN
[],CC124_HUMAN
[],FXRD1_HUMAN
[],OPTN_HUMAN
[],AP2M1_HUMAN
[],GCP3_HUMAN
[],NTNG2_HUMAN
[],DDT4L_HUMAN
[],F241B_HUMAN
[],GASP2_HUMAN
[],RCN3_HUMAN
[],RHES_HUMAN
[],ORAI1_HUMAN
[],HAVR1_HUMAN
[],NMD3_HUMAN
[],COQ8B_HUMAN
[],RN183_HUMAN
[],REPS1_HUMAN
[],HVCN1_HUMAN
[],EID2B_HUMAN
[],PAUF_HUMAN
[],RB39B_HUMAN
[],TIM14_HUMAN
[],HDA11_HUMAN
[],RMD1_HUMAN
[],FXYD5_HUMAN
[],OTUB2_HUMAN
[],NUD16_HUMAN
[],APC16_HUMAN
[],ESS2_HUMAN
[],CMBL_HUMAN
[],MSI2H_HUMAN
[],SNR40_HUMAN
[],RMC1_HUMAN
[],ERP27_HUMAN
[],VWCE_HUMAN
[],TBC31_HUMAN
[],MBD6_HUMAN
[],FMT_HUMAN
[],STAR4_HUMAN
[],BPIA2_HUMAN
[],ARHGQ_HUMAN
[],MUCL1_HUMAN
[],DYH11_HUMAN
[],ATG4C_HUMAN
[],ZBT10_HUMAN
[],SLAF6_HUMAN
[],IP3KC_HUMAN
[],RM38_HUMAN
[],S2538_HUMAN
[],ASB9_HUMAN
[],TRI44_HUMAN
[],RTP4_HUMAN
[],ERLEC_HUMAN
[],CLIP3_HUMAN
[],T4S19_HUMAN
[],CKLF5_HUMAN
[],PBIR1_HUMAN
[],RRFM_HUMAN
[],RMI2_HUMAN
[],RAB3C_HUMAN
[],NGBR_HUMAN
[],MTEF3_HUMAN
[],ZMY19_HUMAN
[],SACA9_HUMAN
[],OMA1_HUMAN
[],KLRG1_HUMAN
[],SPDLY_HUMAN
[],ELP4_HUMAN
[],SIR1_HUMAN
[],YIPF6_HUMAN
[],HOOK2_HUMAN
[],SEH1_HUMAN
[],MTMR8_HUMAN
[],FBX17_HUMAN
[],ARSG_HUMAN
[],ZN837_HUMAN
[],MASU1_HUMAN
[],NEUL3_HUMAN
[],THA11_HUMAN
[],KBP_HUMAN
[],GNA1_HUMAN
[],INKA1_HUMAN
[],RM53_HUMAN
[],T3HPD_HUMAN
[],MOCOS_HUMAN
[],RNF31_HUMAN
[],CHFR_HUMAN
[],DAZP1_HUMAN
[],NTCP4_HUMAN
[],SGTB_HUMAN
[],RN125_HUMAN
[],MITOK_HUMAN
[],SGF29_HUMAN
[],RRP36_HUMAN
[],C1GLC_HUMAN
[],RBM33_HUMAN
[],DTBP1_HUMAN
[],HBAP1_HUMAN
[],RNFT2_HUMAN
[],DC2I2_HUMAN
[],DNJA3_HUMAN
[],TMA16_HUMAN
[],MB12A_HUMAN
[],PTCD3_HUMAN
[],MMAB_HUMAN
[],MCRS1_HUMAN
[],CK024_HUMAN
[],CYFP2_HUMAN
[],SAT2_HUMAN
[],GIMA5_HUMAN
[],NRBF2_HUMAN
[],ALG14_HUMAN
[],TRI11_HUMAN
[],ZN503_HUMAN
[],I17RA_HUMAN
[],DISP1_HUMAN
[],CNRP1_HUMAN
[],EDC3_HUMAN
[],PELI1_HUMAN
[],DDX11_HUMAN
[],LIGO1_HUMAN
[],P3IP1_HUMAN
[],CDCA5_HUMAN
[],ELMD3_HUMAN
[],BORC8_HUMAN
[],NEIL1_HUMAN
[],STALP_HUMAN
[],DYL2_HUMAN
[],S47A1_HUMAN
[],GLT14_HUMAN
[],PGAP3_HUMAN
[],CPNE2_HUMAN
[],S10AG_HUMAN
[],SIPA1_HUMAN
[],ASIC4_HUMAN
[],IFT43_HUMAN
[],TSN17_HUMAN
[],THOC1_HUMAN
[],OTUB1_HUMAN
[],DPH3_HUMAN
[],TRM61_HUMAN
[],PERP_HUMAN
[],HMCES_HUMAN
[],CKLF7_HUMAN
[],CHMP6_HUMAN
[],BICD1_HUMAN
[],PGM2_HUMAN
[],EF2KT_HUMAN
[],IMP4_HUMAN
[],CERS2_HUMAN
[],MED8_HUMAN
[],CFA36_HUMAN
[],MRAP2_HUMAN
[],KLD7B_HUMAN
[],DUS3L_HUMAN
[],NUD11_HUMAN
[],OTUD5_HUMAN
[],RMD5B_HUMAN
[],S35A4_HUMAN
[],P2Y11_HUMAN
[],BSCL2_HUMAN
[],LTV1_HUMAN
[],SDSL_HUMAN
[],ZN274_HUMAN
[],VMP1_HUMAN
[],PLPP_HUMAN
[],SCMH1_HUMAN
[],AURKB_HUMAN
[],CEP95_HUMAN
[],CALL4_HUMAN
[],RN185_HUMAN
[],DCNL1_HUMAN
[],TRM2B_HUMAN
[],F163A_HUMAN
[],PLPR2_HUMAN
[],SMRD1_HUMAN
[],TOE1_HUMAN
[],CDA7L_HUMAN
[],SREC2_HUMAN
[],RUSF1_HUMAN
[],DDX27_HUMAN
[],ACBG1_HUMAN
[],ZDH12_HUMAN
[],BORC6_HUMAN
[],AB17A_HUMAN
[],MACIR_HUMAN
[],PGCB_HUMAN
[],SYMM_HUMAN
[],TECT2_HUMAN
[],GWL_HUMAN
[],MTNB_HUMAN
[],LIN37_HUMAN
[],S41A3_HUMAN
[],TIMD4_HUMAN
[],SNF8_HUMAN
[],CENPN_HUMAN
[],MYO19_HUMAN
[],S39AD_HUMAN
[],ZN764_HUMAN
[],COQ2_HUMAN
[],P121A_HUMAN
[],TONSL_HUMAN
[],NTAQ1_HUMAN
[],PX11C_HUMAN
[],CC120_HUMAN
[],PDLI5_HUMAN
[],CREL1_HUMAN
[],ACY3_HUMAN
[],ERO1A_HUMAN
[],TMM80_HUMAN
[],SFRP2_HUMAN
[],TMM19_HUMAN
[],GRM2B_HUMAN
[],SENP5_HUMAN
[],CCD34_HUMAN
[],MS4A3_HUMAN
[],SAHH3_HUMAN
[],DOCK6_HUMAN
[],T176A_HUMAN
[],MED30_HUMAN
[],NAF1_HUMAN
[],REEP6_HUMAN
[],PGAM5_HUMAN
[],MR1L1_HUMAN
[],SGSM3_HUMAN
[],DIRA2_HUMAN
[],INT4_HUMAN
[],DDRGK_HUMAN
[],DHTK1_HUMAN
[],HES6_HUMAN
[],ABHD8_HUMAN
[],SCLY_HUMAN
[],PREY_HUMAN
[],FUBP3_HUMAN
[],SPF45_HUMAN
[],PP16A_HUMAN
[],RCC1L_HUMAN
[],SYNM_HUMAN
[],GPTC3_HUMAN
[],SUCB2_HUMAN
[],AJUBA_HUMAN
[],LRCH3_HUMAN
[],GMPPA_HUMAN
[],BOD1_HUMAN
[],GMCL1_HUMAN
[],COA8_HUMAN
[],TET5A_HUMAN
[],ZN414_HUMAN
[],HPDL_HUMAN
[],RAX2_HUMAN
[],ZN496_HUMAN
[],ZBED3_HUMAN
[],ABHEB_HUMAN
[],NGLY1_HUMAN
[],FXDC2_HUMAN
[],SC22A_HUMAN
[],ATPMK_HUMAN
[],NSL1_HUMAN
[],CBPB2_HUMAN
[],PAWR_HUMAN
[],ADTRP_HUMAN
[],RBM41_HUMAN
[],MET2A_HUMAN
[],RSRC1_HUMAN
[],THOC3_HUMAN
[],ITCH_HUMAN
[],TXD15_HUMAN
[],MRP9_HUMAN
[],MRP8_HUMAN
[],KIRR1_HUMAN
[],CELF6_HUMAN
[],WNK4_HUMAN
[],PIWL1_HUMAN
[],LRIG1_HUMAN
[],PKHA8_HUMAN
[],DYH8_HUMAN
[],COG3_HUMAN
[],HIC2_HUMAN
[],CK5P3_HUMAN
[],LOXL4_HUMAN
[],MPP4_HUMAN
[],VPS39_HUMAN
[],EAF1_HUMAN
[],AKCL2_HUMAN
[],SC16B_HUMAN
[],MAP6_HUMAN
[],SIAT2_HUMAN
[],VPS50_HUMAN
[],MAGD4_HUMAN
[],ZN469_HUMAN
[],VCIP1_HUMAN
[],RADIL_HUMAN
[],SPTCS_HUMAN
[],ELMO2_HUMAN
[],JPH4_HUMAN
[],TMX3_HUMAN
[],DCAF5_HUMAN
[],MAML3_HUMAN
[],ZN333_HUMAN
[],ZN462_HUMAN
[],CHAP1_HUMAN
[],LMBL3_HUMAN
[],LCOR_HUMAN
[],CC136_HUMAN
[],NEUL4_HUMAN
[],FEM1C_HUMAN
[],MY15B_HUMAN
[],ZFP91_HUMAN
[],CDHR1_HUMAN
[],PCD16_HUMAN
[],M4A4A_HUMAN
[],PGBD1_HUMAN
[],S41A2_HUMAN
[],SRAC1_HUMAN
[],MAEL_HUMAN
[],PDLI2_HUMAN
[],HSH2D_HUMAN
[],FACR2_HUMAN
[],RN170_HUMAN
[],ANCHR_HUMAN
[],RITA1_HUMAN
[],ZN668_HUMAN
[],UBP47_HUMAN
[],AGRG7_HUMAN
[],ZC3HA_HUMAN
[],ZN521_HUMAN
[],CLP1L_HUMAN
[],TOPK_HUMAN
[],DNJC1_HUMAN
[],MEG10_HUMAN
[],SCYL1_HUMAN
[],COX42_HUMAN
[],KCNS1_HUMAN
[],O10C1_HUMAN
[],H2A1H_HUMAN
[],Z512B_HUMAN
[],CNDP1_HUMAN
[],PKNX2_HUMAN
[],LRAT1_HUMAN
[],RPGR1_HUMAN
[],PLAT5_HUMAN
[],EXOC2_HUMAN
[],CNDP2_HUMAN
[],TNIP3_HUMAN
[],ASPP1_HUMAN
[],EHMT2_HUMAN
[],LMLN_HUMAN
[],F210B_HUMAN
[],PHAR3_HUMAN
[],EGLN2_HUMAN
[],WDR90_HUMAN
[],SUSD3_HUMAN
[],CALR3_HUMAN
[],RL10L_HUMAN
[],RHOV_HUMAN
[],MARK4_HUMAN
[],KCNH8_HUMAN
[],CPNS2_HUMAN
[],LLR1_HUMAN
[],B3GT6_HUMAN
[],NSD1_HUMAN
[],EP400_HUMAN
[],SNX27_HUMAN
[],KI16B_HUMAN
[],ALPK3_HUMAN
[],FCRL2_HUMAN
[],FCRL1_HUMAN
[],ANM6_HUMAN
[],MRGX2_HUMAN
[],MRGX1_HUMAN
[],IFT74_HUMAN
[],VATG3_HUMAN
[],PGRP4_HUMAN
[],PGRP3_HUMAN
[],SIG10_HUMAN
[],BMF_HUMAN
[],TRI47_HUMAN
[],SENP8_HUMAN
[],CNO6L_HUMAN
[],HSFY1_HUMAN
[],DHRS1_HUMAN
[],UBX10_HUMAN
[],CEP19_HUMAN
[],CH048_HUMAN
[],DJC30_HUMAN
[],SMIP2_HUMAN
[],SMIP9_HUMAN
[],LURA1_HUMAN
[],UB2E2_HUMAN
[],APLD1_HUMAN
[],SAMD8_HUMAN
[],CI072_HUMAN
[],RNPC3_HUMAN
[],PRIPO_HUMAN
[],CAR19_HUMAN
[],CCD17_HUMAN
[],ZN597_HUMAN
[],CANB2_HUMAN
[],RMD2_HUMAN
[],CJ090_HUMAN
[],HYLS1_HUMAN
[],PRRC1_HUMAN
[],TEKT5_HUMAN
[],KAD7_HUMAN
[],MAGBI_HUMAN
[],ODAD1_HUMAN
[],DNHD1_HUMAN
[],CFA53_HUMAN
[],KLH15_HUMAN
[],FGD4_HUMAN
[],PACRG_HUMAN
[],KAD8_HUMAN
[],HARB1_HUMAN
[],DRC1_HUMAN
[],KICS2_HUMAN
[],STAC3_HUMAN
[],NSE2_HUMAN
[],JSPR1_HUMAN
[],NSE3_HUMAN
[],PCMD1_HUMAN
[],HEXI2_HUMAN
[],DIESL_HUMAN
[],CBPC4_HUMAN
[],FA20A_HUMAN
[],ZFP42_HUMAN
[],H6ST2_HUMAN
[],NALP4_HUMAN
[],ZN488_HUMAN
[],KCTD7_HUMAN
[],CFA57_HUMAN
[],ROBO3_HUMAN
[],PRIC1_HUMAN
[],CFA44_HUMAN
[],CEP63_HUMAN
[],YTDC1_HUMAN
[],KREM1_HUMAN
[],TLCD4_HUMAN
[],ZDH15_HUMAN
[],COG8_HUMAN
[],CKLF3_HUMAN
[],ZNF48_HUMAN
[],F161B_HUMAN
[],INT15_HUMAN
[],JKIP1_HUMAN
[],G137A_HUMAN
[],AP4AT_HUMAN
[],ZN578_HUMAN
[],PWP2A_HUMAN
[],MBOA7_HUMAN
[],DOCK7_HUMAN
[],HUTU_HUMAN
[],ZN641_HUMAN
[],S6A18_HUMAN
[],ZN396_HUMAN
[],SPT13_HUMAN
[],RILP_HUMAN
[],CEP20_HUMAN
[],SFXN2_HUMAN
[],ZN830_HUMAN
[],ZMAT2_HUMAN
[],FRMD6_HUMAN
[],ODAD4_HUMAN
[],ZN558_HUMAN
[],BROMI_HUMAN
[],LRFN5_HUMAN
[],SCLT1_HUMAN
[],CF418_HUMAN
[],TOX2_HUMAN
[],AIFM3_HUMAN
[],PTHD1_HUMAN
[],RDH12_HUMAN
[],VMA22_HUMAN
[],GUCD1_HUMAN
[],PCFT_HUMAN
[],SAM11_HUMAN
[],ANR27_HUMAN
[],LRRC7_HUMAN
[],KCC1G_HUMAN
[],CLIC6_HUMAN
[],NECT4_HUMAN
[],MUS81_HUMAN
[],FOXN4_HUMAN
[],WFKN1_HUMAN
[],PRAP1_HUMAN
[],BIRC8_HUMAN
[],NSUN5_HUMAN
[],SPB11_HUMAN
[],RPR1A_HUMAN
[],NLRP3_HUMAN
[],5NT1B_HUMAN
[],FCRL3_HUMAN
[],COLA1_HUMAN
[],AGAP3_HUMAN
[],ARAP1_HUMAN
[],WDFY2_HUMAN
[],CTSR2_HUMAN
[],SPB12_HUMAN
[],QRFPR_HUMAN
[],GP101_HUMAN
[],OXGR1_HUMAN
[],IPO9_HUMAN
[],NECA3_HUMAN
[],CASD1_HUMAN
[],NOE3_HUMAN
[],IP6K3_HUMAN
[],AP1S3_HUMAN
[],MIA2_HUMAN
[],DCBD2_HUMAN
[],IL17F_HUMAN
[],PGRP2_HUMAN
[],MOGT1_HUMAN
[],DGAT2_HUMAN
[],AGRA2_HUMAN
[],ARHGH_HUMAN
[],INP4A_HUMAN
[],MCEE_HUMAN
[],TGM7_HUMAN
[],TSSK2_HUMAN
[],BBC3B_HUMAN
[],NOX5_HUMAN
[],DB118_HUMAN
[],FCRL4_HUMAN
[],RBM14_HUMAN
[],ERMAP_HUMAN
[],ZN363_HUMAN
[],Z385A_HUMAN
[],ADCYA_HUMAN
[],TREF1_HUMAN
[],TSSK3_HUMAN
[],GBP5_HUMAN
[],GBP4_HUMAN
[],SORC2_HUMAN
[],SIG12_HUMAN
[],ZN317_HUMAN
[],KLHL5_HUMAN
[],KCNC2_HUMAN
[],AQP10_HUMAN
[],UHRF2_HUMAN
[],NED4L_HUMAN
[],QKI_HUMAN
[],SYGP1_HUMAN
[],PNMA5_HUMAN
[],LENG8_HUMAN
[],F193B_HUMAN
[],RN157_HUMAN
[],SLIK1_HUMAN
[],PKH4B_HUMAN
[],FMNL2_HUMAN
[],NEK1_HUMAN
[],PUS7_HUMAN
[],F111A_HUMAN
[],CSMD1_HUMAN
[],LMTK3_HUMAN
[],TPPC9_HUMAN
[],PLIN4_HUMAN
[],BTBD9_HUMAN
[],TRNT1_HUMAN
[],SMG1_HUMAN
[],ASB2_HUMAN
[],FACC1_HUMAN
[],CDK15_HUMAN
[],ALS2_HUMAN
[],TM237_HUMAN
[],CIB3_HUMAN
[],DERL3_HUMAN
[],ALKB3_HUMAN
[],KI20B_HUMAN
[],B3A4_HUMAN
[],GSDMA_HUMAN
[],RHG07_HUMAN
[],PP1RA_HUMAN
[],S38A2_HUMAN
[],UIF_HUMAN
[],MYCT_HUMAN
[],ATAD5_HUMAN
[],TEFM_HUMAN
[],RAB3I_HUMAN
[],GCNA_HUMAN
[],MTMR9_HUMAN
[],PRAM_HUMAN
[],HS3S6_HUMAN
[],VPS35_HUMAN
[],ALPK1_HUMAN
[],PURB_HUMAN
[],ARX_HUMAN
[],PSKH2_HUMAN
[],TRPM7_HUMAN
[],PHF12_HUMAN
[],PCD15_HUMAN
[],1A1L1_HUMAN
[],XPO6_HUMAN
[],HHIP_HUMAN
[],H2A1A_HUMAN
[],MAGI1_HUMAN
[],SPAG5_HUMAN
[],PANX2_HUMAN
[],PANX1_HUMAN
[],FCRL5_HUMAN
[],NACC1_HUMAN
[],ZN300_HUMAN
[],SNX18_HUMAN
[],PASK_HUMAN
[],PAR4_HUMAN
[],NR1H4_HUMAN
[],TAAR6_HUMAN
[],TAAR1_HUMAN
[],TR13C_HUMAN
[],FER3L_HUMAN
[],CIC_HUMAN
[],BBS4_HUMAN
[],UIMC1_HUMAN
[],SIG11_HUMAN
[],VP13A_HUMAN
[],S26A8_HUMAN
[],MED15_HUMAN
[],UCN2_HUMAN
[],G3ST4_HUMAN
[],EFGM_HUMAN
[],ERGI2_HUMAN
[],MCCA_HUMAN
[],OXLA_HUMAN
[],PEO1_HUMAN
[],KKCC2_HUMAN
[],TGS1_HUMAN
[],NUDC1_HUMAN
[],ERBIN_HUMAN
[],GCP6_HUMAN
[],GCP5_HUMAN
[],UBP28_HUMAN
[],FNBP1_HUMAN
[],TRIB3_HUMAN
[],TRIB1_HUMAN
[],HMCN1_HUMAN
[],IF140_HUMAN
[],LMF1_HUMAN
[],WDR24_HUMAN
[],JMJD8_HUMAN
[],RB40C_HUMAN
[],S22AC_HUMAN
[],KS6C1_HUMAN
[],NODAL_HUMAN
[],PRPK_HUMAN
[],PIGS_HUMAN
[],TESK2_HUMAN
[],WRIP1_HUMAN
[],RANB9_HUMAN
[],CSRN1_HUMAN
[],CLCC1_HUMAN
[],UBL7_HUMAN
[],CCNL2_HUMAN
[],MYADM_HUMAN
[],PKHF1_HUMAN
[],SERC2_HUMAN
[],NEB2_HUMAN
[],SRPK1_HUMAN
[],SMC6_HUMAN
[],DCR1C_HUMAN
[],TBX15_HUMAN
[],KCD15_HUMAN
[],STRBP_HUMAN
[],DIRC2_HUMAN
[],GPX7_HUMAN
[],ORAI2_HUMAN
[],CK5P2_HUMAN
[],ZN587_HUMAN
[],ATOH8_HUMAN
[],CP2S1_HUMAN
[],IWS1_HUMAN
[],SIN3A_HUMAN
[],CEP89_HUMAN
[],OSBL9_HUMAN
[],CRBN_HUMAN
[],INT14_HUMAN
[],ZSC10_HUMAN
[],AEDO_HUMAN
[],CK5P1_HUMAN
[],MA7D2_HUMAN
[],SEBP2_HUMAN
[],RSF1_HUMAN
[],RBM15_HUMAN
[],PP16B_HUMAN
[],RUFY1_HUMAN
[],IMP2L_HUMAN
[],MBOA4_HUMAN
[],KCNKH_HUMAN
[],KCNKG_HUMAN
[],MINT_HUMAN
[],PNKP_HUMAN
[],NMNA3_HUMAN
[],SETB2_HUMAN
[],MMS19_HUMAN
[],SL9A7_HUMAN
[],UHRF1_HUMAN
[],GPHA2_HUMAN
[],NIBA2_HUMAN
[],YMEL1_HUMAN
[],RMD3_HUMAN
[],CSF3R_HUMAN
[],HBEGF_HUMAN
[],HTF4_HUMAN
[],MUC4_HUMAN
[],AMELX_HUMAN
[],SCN2A_HUMAN
[],DCE1_HUMAN
[],MYCBP_HUMAN
[],CYH2_HUMAN
[],ACOX2_HUMAN
[],TBCB_HUMAN
[],NELL2_HUMAN
[],PSB7_HUMAN
